util,Action de table,Affichage d'un toast,Affichage d'une arborescence,Affichage d'une dialogue,Affichage d'une erreur,Chainage,Clic long,Clic sur une checkbox,Clic sur une grille d'historique de recherche,Création d'un écran,Dissimulation d'une arborescence,Double-clic,Démarrage serveur d'application Tomcat,Désélection d'un flag,Désélection d'un élément,Entrée en saisie dans un formulaire,Erreur système grave,Exécution d'un bouton,Fermeture d'un panel,Fermeture d'une dialogue,Fermeture de session,Filtrage / Tri,Lancement d'un tableau de bord,Lancement d'une action générique,Lancement d'une action infocentre,Lancement d'une stat,Ouverture d'un panel,Raccourci,Raccourci dans l'édition de table,Retour sur un écran,Saisie dans un champ,Sélection d'un flag,Sélection d'un écran,Sélection d'un élément,Sélection d’un onglet
fcq,0.007040937130039255,0.0013084927409807465,0.0,0.053835129914636425,0.0015577294535485077,0.004486260826219702,0.0,0.0001246183562838806,0.0009346376721291046,0.045672627578042246,0.0,0.03495544893762851,6.23091781419403e-05,0.0,0.0,0.0,0.0,0.2332855629634245,0.0,0.05620287868403016,0.0006854009595613434,0.00043616424699358217,0.1284815253286809,0.09383762228176211,0.0,0.05819677238457225,0.0,0.06885164184684404,0.0,0.004486260826219702,0.09838619228612375,0.0,0.09720231790142687,0.0,0.00996946850271045
fek,0.005577689243027889,0.01593625498007968,0.0,0.1346613545816733,0.002390438247011952,0.01593625498007968,0.0,0.002390438247011952,0.0,0.03346613545816733,0.0,0.031075697211155377,0.0,0.0,0.0,0.0,0.0,0.2613545816733068,0.0007968127490039841,0.14422310756972112,0.00398406374501992,0.0,0.0,0.12191235059760956,0.0,0.01195219123505976,0.0007968127490039841,0.0,0.0,0.0,0.1250996015936255,0.0,0.055776892430278883,0.0,0.03266932270916335
fgc,0.012827586206896552,0.01406896551724138,0.001793103448275862,0.08082758620689655,0.012689655172413793,0.01572413793103448,0.00013793103448275863,0.03020689655172414,0.0012413793103448277,0.03103448275862069,0.00013793103448275863,0.006344827586206896,0.00027586206896551725,0.00041379310344827585,0.012,0.06786206896551725,0.0,0.2237241379310345,0.0005517241379310345,0.0846896551724138,0.0008275862068965517,0.00041379310344827585,0.0,0.032275862068965516,0.0,0.00910344827586207,0.00013793103448275863,0.1357241379310345,0.0,0.007724137931034483,0.10648275862068965,0.0,0.06717241379310344,0.01296551724137931,0.030620689655172412
fgn,0.0014964459408903852,0.010101010101010102,0.0009352787130564908,0.07557052001496446,0.005237560793116348,0.043583988028432476,0.0,0.006921062476618032,0.001122334455667789,0.034418256640478866,0.002244668911335578,0.003928170594837262,0.00018705574261129816,0.0,0.0003741114852225963,0.0,0.0,0.2139917695473251,0.0018705574261129816,0.07744107744107744,0.0005611672278338945,0.0007482229704451926,0.0,0.09932659932659933,0.0,0.0031799476243920687,0.0003741114852225963,0.04938271604938271,0.0,0.07033295922184811,0.07164234942012719,0.12962962962962962,0.057800224466891134,0.0003741114852225963,0.03722409277964833
fjb,0.008848879524995211,0.09040413713847922,0.0003830683777054204,0.07665198237885462,0.0019919555640681864,0.030530549703122006,3.830683777054204e-05,0.016203792376939283,3.830683777054204e-05,0.019230032560812106,7.661367554108408e-05,0.0012641256464278874,0.00015322735108216817,0.00042137521547596247,0.0,0.0011875119708868033,0.0,0.21271787013981996,0.0,0.08461980463512737,0.00011492051331162612,0.0011875119708868033,0.0,0.06075464470407968,0.0023750239417736066,0.028730128327906532,3.830683777054204e-05,0.1534571921087914,0.0,0.006665389772074315,0.04769201302432484,7.661367554108408e-05,0.10308370044052863,0.0,0.05106301474813254
fkf,0.00019398642095053346,0.005431619786614937,0.0,0.058195926285160036,0.004267701260911736,0.029291949563530553,0.0,0.0,0.0,0.04888457807953443,0.0,0.012221144519883608,0.0,0.0,0.0,0.0,0.0,0.21998060135790495,0.0,0.0568380213385063,0.00019398642095053346,0.0003879728419010669,0.0,0.0446168768186227,0.0,0.004073714839961203,0.00019398642095053346,0.18292919495635304,0.0,0.0044616876818622695,0.055092143549951504,0.06246362754607177,0.18157129000969932,0.0,0.02870999030067895
flj,0.008051529790660225,0.00630703166935051,0.00040257648953301127,0.04146537842190016,0.011674718196457327,0.01865271068169619,0.0,0.015968867418142782,0.00040257648953301127,0.037037037037037035,0.00026838432635534085,0.004830917874396135,0.001610305958132045,0.0005367686527106817,0.0,0.001610305958132045,0.0,0.2372517444981213,0.00026838432635534085,0.07152442297369833,0.0024154589371980675,0.005233494363929146,0.00013419216317767042,0.03166935050993022,0.0013419216317767043,0.055958132045088566,0.00013419216317767042,0.026301663982823402,0.0,0.008990874932903918,0.31333870101986044,0.0,0.05542136339237789,0.0,0.04119699409554482
fmz,0.0036089238845144356,0.004593175853018373,0.000984251968503937,0.045111548556430445,0.0036089238845144356,0.031496062992125984,0.0,0.00016404199475065617,0.002788713910761155,0.05282152230971129,0.0011482939632545932,0.0024606299212598425,0.0004921259842519685,0.0,0.010170603674540682,0.06824146981627296,0.0,0.21489501312335957,0.000984251968503937,0.048556430446194225,0.0018044619422572178,0.15206692913385828,0.0,0.0625,0.0,0.012795275590551181,0.0014763779527559055,0.02739501312335958,0.0,0.021981627296587928,0.09087926509186352,0.0,0.10055774278215224,0.01033464566929134,0.02608267716535433
fou,0.020558002936857563,0.03450807635829662,0.0,0.08406754772393539,0.009177679882525698,0.05947136563876652,0.0,0.0,0.0,0.05983847283406755,0.0,0.07415565345080763,0.0003671071953010279,0.0,0.0,0.0,0.0,0.25183553597650515,0.0,0.08333333333333333,0.008076358296622614,0.0047723935389133625,0.0,0.04185022026431718,0.0,0.005873715124816446,0.0,0.0,0.0,0.0513950073421439,0.17951541850220265,0.0,0.013215859030837005,0.0,0.017988252569750368
ftq,0.003638698630136986,0.011772260273972603,0.0,0.11857876712328767,0.014126712328767123,0.05179794520547945,0.0,0.0,0.0006421232876712328,0.03981164383561644,0.0,0.0010702054794520547,0.00021404109589041095,0.0,0.0,0.0,0.0,0.3191352739726027,0.00021404109589041095,0.12371575342465753,0.00449486301369863,0.0004280821917808219,0.0,0.048159246575342464,0.0,0.021404109589041095,0.0017123287671232876,0.0,0.0,0.036815068493150686,0.14383561643835616,0.0,0.04238013698630137,0.0,0.016053082191780824
fuy,0.0011496895838123706,0.005518510002299379,0.0011496895838123706,0.057024603357093584,0.007587951253161646,0.024143481260059784,0.0,0.021844102092435043,0.07656932628190388,0.057024603357093584,0.0011496895838123706,0.012876523338698551,0.0011496895838123706,0.0,0.0029891929179121637,0.13704299839043457,0.0,0.2471832605196597,0.0016095654173373189,0.06714187169464245,0.0,0.0006898137502874224,0.0,0.06783168544492987,0.0,0.0032191308346746377,0.0016095654173373189,0.004368820418487009,0.0,0.008047827086686594,0.07587951253161647,0.0,0.08599678086916533,0.0029891929179121637,0.02621292251092205
fuz,0.002434705621956618,0.006750774679061532,0.001217352810978309,0.0551128818061089,0.003430721558211598,0.03729526339088092,0.0,0.0006640106241699867,0.004316069057104913,0.03751660026560425,0.0036520584329349268,0.005644090305444887,0.0,0.0,0.0,0.0,0.00011066843736166445,0.18791500664010624,0.00011066843736166445,0.05655157149181054,0.0011066843736166445,0.0008853474988933156,0.0,0.04448871181938911,0.0,0.0005533421868083222,0.00033200531208499334,0.16600265604249667,0.0,0.0033200531208499337,0.05389552899513059,0.06617972554227534,0.10170429393536963,0.0,0.15880920761398848
fvc,0.002762129747410503,0.06287479556605488,0.003997819371252044,0.07784844630201708,0.0028711611848082864,0.04292204252226058,7.268762493185535e-05,0.013338179174995458,0.0004724695620570598,0.02689442122478648,0.00203525349809195,0.0010903143739778303,0.00025440668726149374,7.268762493185535e-05,3.634381246592767e-05,0.10997637652189715,0.0,0.21453752498637108,0.00025440668726149374,0.08057423223696165,0.0003270943121933491,0.006033072869343994,0.0003997819371252044,0.030238051971651827,0.0,0.013956023986916227,0.00036343812465927677,0.00843176449209522,0.0,0.026640014537524986,0.06988915137197892,7.268762493185535e-05,0.10012720334363075,3.634381246592767e-05,0.1005996729056878
fwf,0.00022831050228310502,0.019634703196347032,0.0006849315068493151,0.07579908675799087,0.0027397260273972603,0.011187214611872146,0.0,0.0036529680365296802,0.0,0.025799086757990867,0.013013698630136987,0.017123287671232876,0.0,0.0,0.0,0.0,0.0,0.32351598173515983,0.00022831050228310502,0.0910958904109589,0.0031963470319634705,0.0,0.0,0.03584474885844749,0.00022831050228310502,0.03127853881278539,0.0,0.025570776255707764,0.0,0.013470319634703196,0.25388127853881276,0.0,0.020776255707762557,0.0,0.031050228310502283
fwh,0.006332119677061897,0.0007915149596327371,0.0037992718062371377,0.09086591736583821,0.0017413329111920215,0.01345575431375653,0.0,0.0,0.0011872724394491056,0.007281937628621181,0.0002374544878898211,0.0,0.0,0.0,0.0,0.0,0.0,0.288032293810353,0.013376602817793256,0.09102422035776477,0.0009498179515592844,0.006886180148804813,0.06150071236346367,0.09308215925280988,0.0,0.006886180148804813,0.011714421402564509,0.00015830299192654741,0.0,0.13028336235554852,0.10004749089757796,0.0,0.0614215608675004,0.0,0.00894411904384993
fxg,0.0008552423186569528,0.0025974025974025974,0.0004117833386126069,0.0811529933481153,0.0011403230915426037,0.004244535951853025,0.00019005384859043396,0.0007602153943617358,0.0006968641114982578,0.005194805194805195,0.0015521064301552106,0.06553690212226798,0.0,0.0,0.0,0.0,0.0,0.32347165030091857,0.028698131137155528,0.08318023439974659,3.167564143173899e-05,0.012543554006968641,0.0,0.01789673740893253,0.0,0.003737725688945201,0.016598036110231234,0.0031042128603104213,0.0,0.12812796959138423,0.12448527082673425,0.0,0.05331010452961672,0.0,0.04048146974976243
fyf,0.0035938903863432167,0.007487271638215035,0.004941599281221923,0.08969751422581611,0.0032943995208146153,0.014076070679844266,0.0017969451931716084,0.015423779574722971,0.0020964360587002098,0.01781970649895178,0.002545672356993112,0.008984725965858042,0.0,0.0,0.05630428271937706,0.0,0.0,0.1542377957472297,0.00883498053309374,0.09239293201557353,0.0010482180293501049,0.06903264450434261,0.1278825995807128,0.015423779574722971,0.0,0.0017969451931716084,0.0037436358191075174,0.006139562743336329,0.0,0.005241090146750524,0.14899670560047917,0.0,0.062443845462713386,0.057352500748727164,0.01737047020065888
fyg,0.0,0.1257455268389662,0.0,0.18041749502982107,0.0009940357852882703,0.02982107355864811,0.0,0.0,0.05666003976143141,0.02186878727634195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2216699801192843,0.0,0.1833996023856859,0.0004970178926441351,0.0,0.0,0.0352882703777336,0.0,0.0,0.0,0.027833001988071572,0.0,0.0014910536779324055,0.0437375745526839,0.0,0.041749502982107355,0.0,0.02882703777335984
gcr,0.003269660987781793,0.004818447771467906,0.0,0.06969540526587506,0.0016348304938908966,0.049044914816726896,0.0,0.0,0.0,0.0630700395801067,0.0,0.05730511099638617,0.0,0.0,0.0,0.0,0.0,0.2182068490793323,0.0,0.07494407158836688,0.00043021855102392013,0.06668387540870763,0.13224918258475304,0.13810015487867836,0.0,0.0,0.0,0.0,0.0,0.00576492858372053,0.06883496816382723,0.0,0.042505592841163314,0.0,0.003441748408191361
gid,0.0022563661759965616,0.006016976469324165,0.0005372300419039433,0.13871279681959814,0.003115934243042871,0.01439776512302568,0.0,0.006876544536370474,0.0022563661759965616,0.02944020629633609,0.00010744600838078866,0.06898033738046631,0.000644676050284732,0.0,0.00021489201676157732,0.0,0.0,0.264854410658644,0.0,0.14150639303749865,0.0011819060921886752,0.0029010422262812936,0.0,0.029117868271193725,0.0,0.005479746427420221,0.0008595680670463093,0.00042978403352315463,0.0,0.00558719243580101,0.058128290534006664,0.13194369829160846,0.06500483507037713,0.00021489201676157732,0.01923283550016117
gor,0.00465678863017841,0.0025400665255518595,0.006108255216208044,0.0890837617175688,0.003991533111581493,0.016752343513758695,0.0,0.0012700332627759298,0.17695796794677957,0.02636830964620502,0.001149077713940127,0.005624433020864832,6.047777441790142e-05,0.0,0.018929543392803144,0.0,0.0,0.27342001814333233,0.0015119443604475356,0.09156335046870274,0.000725733293014817,0.001451466586029634,0.0,0.016933776837012398,0.0,0.020501965527668583,0.0006652555185969156,0.0025400665255518595,0.0,0.007136377381312368,0.059631085576050805,0.0,0.13335349259147264,0.018990021167221045,0.018082854550952526
gtj,0.011384672343576454,0.011801184746390227,0.0016197704553868938,0.053174750092558315,0.005368382080710848,0.030683080340614587,0.0,0.022723065531284708,0.15031469825990373,0.03165494261384672,0.00037023324694557573,0.003563495001851166,0.00032395409107737876,0.0001388374676045909,0.028878193261754906,0.0,0.0,0.18048870788596816,0.0004165124028137727,0.05687708256201407,0.00046279155868196966,0.0021288411699370603,0.07275083302480563,0.023509811181044057,0.0,0.01004257682339874,0.0009255831173639393,0.0008330248056275454,0.0,0.01888189559422436,0.10130507219548315,0.0,0.09510366530914476,0.028693076638282116,0.05558126619770455
guh,0.0033871808233454925,0.01068264721208963,0.0018238665971860343,0.09223553934340803,0.0143303804064617,0.02214695153725899,0.0002605523710265763,0.008077123501823866,0.0036477331943720686,0.06044815007816571,0.000781657113079729,0.02136529442417926,0.0,0.0,0.005992704533611256,0.0,0.0,0.27670661803022406,0.0005211047420531526,0.10812923397602918,0.003126628452318916,0.005732152162584679,0.0,0.0594059405940594,0.0,0.0070349140177175615,0.0002605523710265763,0.0005211047420531526,0.0,0.017457008858780616,0.11255862428348098,0.0,0.14017717561229806,0.0054715997915581035,0.01771756122980719
gvp,0.000351000351000351,0.03474903474903475,0.000702000702000702,0.1224991224991225,0.007722007722007722,0.018252018252018252,0.0,0.003159003159003159,0.019305019305019305,0.02106002106002106,0.0,0.024219024219024218,0.0,0.0,0.003861003861003861,0.02176202176202176,0.0,0.2892242892242892,0.000351000351000351,0.12846612846612845,0.000351000351000351,0.019656019656019656,0.022464022464022463,0.02527202527202527,0.0,0.00351000351000351,0.0,0.06002106002106002,0.0,0.02492102492102492,0.09828009828009827,0.0,0.03825903825903826,0.004914004914004914,0.006669006669006669
gzi,0.004330017554125219,0.0037448800468110007,0.008777062609713282,0.03990637799882973,0.003042715038033938,0.043651258045640726,0.0,0.0003510825043885313,0.13282621416032767,0.04259801053247513,0.00620245757753072,0.007021650087770626,0.0,0.0,0.010532475131655939,0.06050321825629023,0.0,0.22083089526038618,0.0003510825043885313,0.04189584552369807,0.00023405500292568755,0.001989467524868344,0.0,0.0534815681685196,0.0,0.0052662375658279695,0.00023405500292568755,0.0004681100058513751,0.0,0.02761849034523113,0.0759508484493856,0.0,0.1379754242246928,0.00994733762434172,0.06026916325336454
hdz,0.0039011703511053317,0.009265279583875163,0.00048764629388816646,0.045513654096228866,0.006176853055916775,0.07509752925877763,0.0,0.00016254876462938882,0.0027633289986996098,0.060630689206762026,0.0,0.006176853055916775,0.00016254876462938882,0.0,0.0,0.0,0.0,0.1467815344603381,0.00016254876462938882,0.04665149544863459,0.000812743823146944,0.0024382314694408325,0.0,0.03527308192457737,0.0,0.0021131339401820547,0.00032509752925877764,0.1745773732119636,0.0,0.03023407022106632,0.04681404421326398,0.1323146944083225,0.13995448634590377,0.0,0.031209362808842653
hew,0.009068425391591096,0.0006183017312448475,0.0,0.036685902720527616,0.0026793075020610057,0.034418796372629845,0.00020610057708161583,0.00041220115416323167,0.00247320692497939,0.04987633965375103,0.0,0.08347073371805441,0.0,0.0,0.00020610057708161583,0.1327287716405606,0.0,0.25206100577081614,0.00020610057708161583,0.04101401483924155,0.0008244023083264633,0.0006183017312448475,0.0,0.04348722176422094,0.0,0.06347897774113767,0.00041220115416323167,0.011747732893652102,0.0,0.01731244847485573,0.036892003297609235,0.0,0.14798021434460015,0.00020610057708161583,0.030915086562242376
hfy,0.01855058125154588,0.008656937917388079,0.0,0.04922087558743507,0.007172891417264408,0.01459312391788276,0.0002473410833539451,0.034875092752906255,0.0012367054167697256,0.03957457333663122,0.002968093000247341,0.020529309918377443,0.0,0.0,0.0051941627504328465,0.0,0.0,0.23571605243630966,0.0004946821667078902,0.05664110808805343,0.0,0.0002473410833539451,0.0702448676725204,0.04996289883749691,0.0,0.0051941627504328465,0.0012367054167697256,0.0034627751669552313,0.0,0.004946821667078902,0.08013851100667821,0.1333168439277764,0.13208013851100667,0.0051941627504328465,0.018303240168191938
hjs,0.0012207719034651142,0.008169781200112686,0.019062822800262936,0.03709268475913231,0.0021598272138228943,0.12921401070523053,0.0,0.011926002441543807,0.1704385388299371,0.021786083200300496,0.0038501267724668983,0.003944032303502676,0.001314677434500892,0.0,0.008733214386327355,0.0,0.0,0.23260400037562212,0.000375622124143112,0.04131843365574232,0.0018781106207155602,0.001502488496572448,0.011174758193257583,0.020377500234763826,0.0,0.0772842520424453,0.00046952765517889006,9.3905531035778e-05,0.0,0.015870034745046484,0.05587379096628792,0.0,0.04817353742135412,0.008451497793220021,0.06563996619400883
hll,0.003808073115003808,0.03351104341203351,0.0007616146230007616,0.130997715156131,0.012947448591012947,0.01827875095201828,0.0007616146230007616,0.009900990099009901,0.007616146230007616,0.04798172124904798,0.0030464584920030465,0.006854531607006854,0.0,0.0,0.0,0.0,0.0,0.30997715156131,0.0,0.14166031987814165,0.00456968773800457,0.0,0.0,0.039603960396039604,0.0,0.0,0.0,0.0,0.0,0.007616146230007616,0.11424219345011424,0.0,0.07387661843107388,0.0,0.03198781416603199
hrj,0.003202328966521106,0.05560407569141194,0.001455604075691412,0.05997088791848617,0.013973799126637555,0.01455604075691412,0.0,0.0005822416302765648,0.03318777292576419,0.030858806404657935,0.0005822416302765648,0.1720524017467249,0.0,0.0,0.0,0.03289665211062591,0.0,0.18922852983988356,0.0002911208151382824,0.06346433770014556,0.003202328966521106,0.033478893740902474,0.033770014556040756,0.03755458515283843,0.0,0.00727802037845706,0.0002911208151382824,0.08733624454148471,0.0,0.033770014556040756,0.05356622998544396,0.0,0.02590975254730713,0.0,0.011935953420669578
hvh,0.0007980845969672786,0.00558659217877095,0.03272146847565842,0.06624102154828412,0.008778930566640064,0.014365522745411013,0.0,0.0,0.0,0.02713487629688747,0.00558659217877095,0.0039904229848363925,0.0,0.0,0.1452513966480447,0.0,0.0,0.18994413407821228,0.0,0.07501995211492418,0.0023942537909018356,0.0015961691939345571,0.0,0.019154030327214685,0.0,0.0,0.0,0.09497206703910614,0.0,0.014365522745411013,0.040702314445331206,0.0,0.0853950518754988,0.14764565043894654,0.018355945730247406
hxt,0.0,0.04360056258790436,0.0,0.1518987341772152,0.02390998593530239,0.01828410689170183,0.0,0.0,0.0,0.06188466947960619,0.0,0.011251758087201125,0.0,0.0,0.0,0.0,0.0,0.2630098452883263,0.0,0.15752461322081576,0.011251758087201125,0.0,0.0,0.046413502109704644,0.0,0.02250351617440225,0.0014064697609001407,0.026722925457102673,0.0,0.008438818565400843,0.03656821378340366,0.0,0.09563994374120956,0.0,0.01969057665260197
hzx,0.04296160877513711,0.010054844606946984,0.0,0.06764168190127971,0.006398537477148081,0.0018281535648994515,0.0006093845216331506,0.003656307129798903,0.0,0.010359536867763558,0.0,0.09475929311395491,0.0009140767824497258,0.0,0.0,0.0,0.0003046922608165753,0.2693479585618525,0.0,0.06520414381474711,0.004875076173065204,0.0006093845216331506,0.0,0.006703229737964655,0.0,0.006703229737964655,0.0,0.049969530773918344,0.0,0.007921998781230956,0.2851919561243144,0.0,0.044180377818403414,0.0,0.019804996953077393
iba,0.0016895062887178525,0.003942181340341655,0.0004693073024216257,0.03989112070583818,0.005068518866153557,0.053594893936549655,0.00018772292096865028,0.0008447531443589262,0.0,0.04711845316313122,0.0,0.02909705275014079,0.00018772292096865028,0.0,0.0,0.12943495400788435,0.0,0.2314623615543458,9.386146048432514e-05,0.04233151867843064,0.00018772292096865028,0.001407921907264877,0.0,0.1168575183029848,0.0,0.0030035667354984044,9.386146048432514e-05,0.06513985357612165,0.0,0.015487140979913647,0.0675802515487141,0.0,0.13797634691195795,0.0,0.006851886615355735
ien,0.0017301038062283738,0.005959246443675509,0.006920415224913495,0.05151864667435602,0.0017301038062283738,0.0461361014994233,0.0019223375624759708,0.0,0.12783544790465207,0.05401768550557478,0.0017301038062283738,0.017493271818531334,0.0,0.0,0.03594771241830065,0.0,0.0,0.15282583621683968,0.0013456362937331796,0.0530565167243368,0.0007689350249903883,0.06439830834294502,0.0,0.05478662053056517,0.0,0.0013456362937331796,0.0009611687812379854,0.03037293348712034,0.0,0.012110726643598616,0.04229142637447136,0.0,0.14667435601691656,0.03883121876201461,0.04728950403690888
iib,0.005472496473906911,0.0020310296191819463,0.0028208744710860366,0.04614950634696756,0.0017489421720733426,0.01997179125528914,0.0,0.0,0.0009026798307475317,0.06465444287729195,0.001692524682651622,0.18826516220028208,0.0005641748942172073,0.0,0.0,0.0,0.0,0.18538787023977432,0.021438645980253877,0.048236953455571226,0.0005641748942172073,0.00693935119887165,0.0,0.12406205923836389,0.0,0.006318758815232722,0.018899858956276445,0.001071932299012694,0.0,0.010211565585331452,0.1270521861777151,0.06465444287729195,0.045077574047954865,0.0,0.005811001410437236
iju,0.0013731548232063166,0.00394782011671816,0.0013731548232063166,0.04960521798832818,0.003604531410916581,0.03810504634397528,0.0,0.00017164435290078958,0.0018880878819086853,0.05835907998626845,0.0022313765877102643,0.0027463096464126332,0.00034328870580157915,0.0,0.014933058702368692,0.0,0.0,0.19189838654308272,0.0,0.05303810504634397,0.0006865774116031583,0.0006865774116031583,0.14160659114315138,0.08856848609680741,0.0,0.003604531410916581,0.0,0.04737384140061792,0.0,0.08513559903879163,0.05956059045657398,0.0,0.10865087538619979,0.014933058702368692,0.025575008582217645
itt,0.004575163398692811,0.0032679738562091504,0.0004901960784313725,0.049019607843137254,0.00196078431372549,0.03954248366013072,0.0001633986928104575,0.000326797385620915,0.000326797385620915,0.04150326797385621,0.0004901960784313725,0.1011437908496732,0.0,0.0,0.012091503267973857,0.0,0.0,0.15702614379084967,0.000326797385620915,0.05,0.0,0.0011437908496732027,0.0,0.08643790849673202,0.0,0.00130718954248366,0.00065359477124183,0.17745098039215687,0.0,0.00784313725490196,0.0965686274509804,0.0,0.13513071895424836,0.012745098039215686,0.0184640522875817
iyf,0.006007509386733416,0.0022528160200250315,0.0005006257822277847,0.06533166458072591,0.0017521902377972466,0.07234042553191489,0.0,0.00025031289111389235,0.009011264080100126,0.036545682102628284,0.0,0.052565707133917394,0.002002503128911139,0.0,0.0,0.0,0.0,0.21551939924906133,0.0005006257822277847,0.0816020025031289,0.000750938673341677,0.0005006257822277847,0.0,0.10362953692115144,0.0,0.01276595744680851,0.009261576971214018,0.0,0.0,0.010513141426783479,0.05056320400500626,0.0,0.23879849812265333,0.0,0.027033792240300374
jat,0.007405022537025113,0.01706374758531874,0.0025756600128783,0.08725048293625241,0.004185447520927237,0.022215067611075338,0.0,0.0,0.0028976175144880875,0.0412105602060528,0.0,0.017385705086928525,0.0,0.0,0.0003219575016097875,0.0,0.0,0.24436574372182873,0.010946555054732776,0.09594333547971667,0.0009658725048293626,0.0016097875080489374,0.0,0.04249839021249195,0.0,0.005795235028976175,0.0025756600128783,0.22343850611719254,0.0,0.00901481004507405,0.07823567289117836,0.0,0.07115260785576304,0.0003219575016097875,0.010624597553122988
jew,0.0,0.02857142857142857,0.0,0.11428571428571428,0.009523809523809525,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.006349206349206349,0.0,0.0,0.0,0.022222222222222223,0.0,0.2698412698412698,0.0,0.15873015873015872,0.0031746031746031746,0.0,0.0,0.031746031746031744,0.0,0.0031746031746031746,0.0,0.022222222222222223,0.0,0.006349206349206349,0.2507936507936508,0.0,0.04126984126984127,0.0,0.009523809523809525
jfm,0.003565365025466893,0.06977928692699491,0.003565365025466893,0.05127334465195246,0.004753820033955857,0.04940577249575552,0.0,0.0010186757215619694,0.003565365025466893,0.057385398981324276,0.001697792869269949,0.03276740237691002,0.0,0.0,0.0,0.0,0.0,0.20050933786078098,0.00033955857385398983,0.05263157894736842,0.0030560271646859084,0.0022071307300509336,0.0,0.06706281833616298,0.0,0.003395585738539898,0.0006791171477079797,0.0028862478777589135,0.0,0.014261460101867572,0.03463497453310696,0.1302207130730051,0.12631578947368421,0.0,0.08302207130730051
jkc,0.023127584622453668,0.01945167713279216,0.00045948843620768876,0.08561801194669934,0.016847909327615256,0.028794608669015162,0.0,0.016235258079338337,0.000765814060346148,0.061724613263899525,0.0,0.020217491193138305,0.00045948843620768876,0.0,0.0,0.0,0.0,0.29315362230050546,0.0,0.10200643283810691,0.001531628120692296,0.0032164190534538215,0.0,0.03966916832593046,0.0,0.023893398682799816,0.00015316281206922958,0.0,0.0,0.01945167713279216,0.14305406647266045,0.0,0.07535610353806096,0.0,0.024812375555215194
jks,0.002170767004341534,0.08610709117221418,0.0,0.07452966714905933,0.005065123010130246,0.020984081041968163,0.0,0.0,0.16353111432706222,0.020260492040520984,0.0,0.00361794500723589,0.0,0.0,0.0,0.0,0.0,0.28437047756874095,0.0,0.08972503617945007,0.002894356005788712,0.004341534008683068,0.0,0.04052098408104197,0.0,0.012301013024602027,0.0,0.0,0.0,0.002170767004341534,0.07959479015918958,0.0,0.07742402315484805,0.0,0.030390738060781478
jkt,0.0020964360587002098,0.07547169811320754,0.0,0.08385744234800839,0.0020964360587002098,0.02166317260656883,0.0,0.0,0.0,0.0496156533892383,0.0,0.1761006289308176,0.0,0.0,0.0,0.0,0.0,0.22292103424178897,0.004891684136967156,0.08735150244584207,0.001397624039133473,0.0,0.0006988120195667365,0.12368972746331237,0.0,0.005590496156533892,0.0,0.0,0.0,0.009084556254367574,0.103424178895877,0.0,0.01816911250873515,0.0,0.011879804332634521
jmq,0.006363422106999765,0.012019797313221777,0.0073061513080367665,0.09191609710110771,0.011312750412444025,0.007777515908555267,0.01767617251944379,0.0021211407023332546,0.004242281404666509,0.05774216356351638,0.0032995522036295072,0.020268677822295546,0.0004713646005185011,0.0,0.03299552203629508,0.0,0.0,0.2580721187838793,0.0011784115012962526,0.09780815460758897,0.003535234503888758,0.004006599104407259,0.0,0.05420692905962762,0.0,0.016969125618666037,0.0009427292010370022,0.0037709168041480086,0.0,0.008013198208814519,0.14211642705632807,0.0,0.08979495639877445,0.03158142823473957,0.012491161913740279
jpm,0.0026974374344372848,0.009441031020530496,0.0035965832459163793,0.06114191518057845,0.004495729057395474,0.02817323542634497,0.0004495729057395474,0.0004495729057395474,0.07103251910684849,0.05649632848793646,0.0008991458114790948,0.018732204405814475,0.0002997152704930316,0.0,0.0,0.0,0.0,0.17173684999250713,0.0,0.06593735950846695,0.0029971527049303163,0.0017982916229581896,0.0,0.052600029971527046,0.0,0.0014985763524651581,0.0001498576352465158,0.16394425295968829,0.0,0.009590888655777011,0.12333283380788251,0.0,0.12498126779559418,0.0,0.023527648733702982
jqq,0.0017903869990359455,0.09750723040903457,0.0016526649221870265,0.09144745902768214,0.0075747142266905385,0.03580773998071891,0.0,0.0009640545379424321,0.00247899738328054,0.036358628288114585,0.009365101225726483,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.18537391543864482,0.0,0.09254923564247348,0.0006886103842445945,0.0001377220768489189,0.0,0.02341275306431621,0.0,0.0004131662305467566,0.0015149428453381077,0.010329155763668916,0.0,0.14915300922737915,0.05274755543313593,0.0,0.1429555157691778,0.0,0.048478171050819446
jrc,0.011632916846186989,0.0025850926324859974,0.004954760878931495,0.13313227057302887,0.016372253339077984,0.01831107281344248,0.00021542438604049978,0.0012925463162429987,0.001938819474364498,0.026066350710900472,0.0015079707022834985,0.003877638948728996,0.00021542438604049978,0.0,0.0,0.14519603619129687,0.0,0.24946143903489876,0.0,0.13140887548470487,0.00021542438604049978,0.001077121930202499,0.07087462300732443,0.015295131408875486,0.0,0.0034467901766479965,0.0006462731581214993,0.00021542438604049978,0.0,0.010986643688065489,0.06613528651443343,0.0,0.06462731581214994,0.0,0.01831107281344248
